Gemeindekennziffer;Gemeindename;Gemeindecode;Ortschaftkennziffer;Ortschaftsname;Postleitzahl
41748;Weißenkirchen im Attergau;41748;13127;Ziegelstadl;4890
41748;Weißenkirchen im Attergau;41748;17555;Angern;4890 5204
41748;Weißenkirchen im Attergau;41748;17556;Vöcklatal;4890 4891 5204
41749;Weyregg am Attersee;41749;13128;Alexenau;4852
41749;Weyregg am Attersee;41749;13129;Bach;4852
41749;Weyregg am Attersee;41749;13130;Gahberg;4852 4861
41749;Weyregg am Attersee;41749;13131;Miglberg;4852
41749;Weyregg am Attersee;41749;13132;Reichholz;4852
41749;Weyregg am Attersee;41749;13133;Seeberg;4852
41749;Weyregg am Attersee;41749;13134;Steinwand;4852
41749;Weyregg am Attersee;41749;13135;Weyregg am Attersee;4852
41750;Wolfsegg am Hausruck;41750;13136;Deisenham;4902
41750;Wolfsegg am Hausruck;41750;13137;Friesam;4902
41750;Wolfsegg am Hausruck;41750;13138;Gstaudet;4902
41750;Wolfsegg am Hausruck;41750;13139;Hauxmoos;4902
41750;Wolfsegg am Hausruck;41750;13140;Hueb;4902
41750;Wolfsegg am Hausruck;41750;13141;Imling;4902
41750;Wolfsegg am Hausruck;41750;13142;Kohlgrube;4902
41750;Wolfsegg am Hausruck;41750;13143;Kühnberg;4902
41750;Wolfsegg am Hausruck;41750;13144;Litzlfeld;4902
41750;Wolfsegg am Hausruck;41750;13145;Schlaugenham;4902
41750;Wolfsegg am Hausruck;41750;13146;Schlaugenholz;4902
41750;Wolfsegg am Hausruck;41750;13147;Steinpoint;4902
41750;Wolfsegg am Hausruck;41750;13148;Unterkienberg;4902
41750;Wolfsegg am Hausruck;41750;13149;Waid;4902
41750;Wolfsegg am Hausruck;41750;13150;Waidring;4902 4904
41750;Wolfsegg am Hausruck;41750;13151;Watzing;4902
41750;Wolfsegg am Hausruck;41750;13152;Wilding;4902
41750;Wolfsegg am Hausruck;41750;13153;Wolfsegg am Hausruck;4902
41751;Zell am Moos;41751;13154;Zell am Moos;4893
41751;Zell am Moos;41751;17264;Brandstatt;4893
41751;Zell am Moos;41751;17265;Breitenau;4893
41751;Zell am Moos;41751;17269;Entersgraben;4893
41751;Zell am Moos;41751;17325;Gassen;4893
41751;Zell am Moos;41751;17334;Gollau;4893
41751;Zell am Moos;41751;17379;Greith;4893
41751;Zell am Moos;41751;17400;Harpoint;4893
41751;Zell am Moos;41751;17401;Haslau;4893
41751;Zell am Moos;41751;17402;Haslau-Berg;4893
41751;Zell am Moos;41751;17404;Häusern;4893
41751;Zell am Moos;41751;17405;Heissing;4893
41751;Zell am Moos;41751;17406;Kohlstatt;4893
41751;Zell am Moos;41751;17424;Lindau;4893
41751;Zell am Moos;41751;17435;Oberschwand;4893
41751;Zell am Moos;41751;17483;Unterschwand;4893
41751;Zell am Moos;41751;17484;Vormoos;4893
41752;Zell am Pettenfirst;41752;02165;Gewerbestraße;4842
41752;Zell am Pettenfirst;41752;13155;Bruck;4842
41752;Zell am Pettenfirst;41752;13156;Burgstall;4842
41752;Zell am Pettenfirst;41752;13157;Ehwalchen;4842
41752;Zell am Pettenfirst;41752;13158;Franzeneck;4842
41752;Zell am Pettenfirst;41752;13159;Gerhardsberg;4842
41752;Zell am Pettenfirst;41752;13160;Heinrichsberg;4842
41752;Zell am Pettenfirst;41752;13161;Hinteredt;4842
41752;Zell am Pettenfirst;41752;13162;Hinterschachen;4842
41752;Zell am Pettenfirst;41752;13163;Hochrain;4842
41752;Zell am Pettenfirst;41752;13164;Kalletsberg;4842
41752;Zell am Pettenfirst;41752;13165;Ketzerhub;4842
41752;Zell am Pettenfirst;41752;13166;Kopplbrenn;4842
41752;Zell am Pettenfirst;41752;13167;Kreuth;4842
41752;Zell am Pettenfirst;41752;13168;Pettenfirst;4842
41752;Zell am Pettenfirst;41752;13169;Roith;4842
41752;Zell am Pettenfirst;41752;13170;Schablberg;4842
41752;Zell am Pettenfirst;41752;13171;Schierling;4842
41752;Zell am Pettenfirst;41752;13172;Schwarzland;4842
41752;Zell am Pettenfirst;41752;13173;Vornholz;4842
41752;Zell am Pettenfirst;41752;13174;Wegleithen;4842
41752;Zell am Pettenfirst;41752;13175;Wolfsdoppl;4842
41752;Zell am Pettenfirst;41752;13176;Zell am Pettenfirst;4842
41801;Aichkirchen;41801;08664;Voglhub;4671
41801;Aichkirchen;41801;13177;Aichkirchen;4671
41801;Aichkirchen;41801;13178;Brunngasse;4671
41801;Aichkirchen;41801;13179;Eisgering;4671
41801;Aichkirchen;41801;13180;Getzing;4671
41801;Aichkirchen;41801;13181;Ingerendt;4671
41801;Aichkirchen;41801;13182;Nopping;4671
41801;Aichkirchen;41801;13183;Pisdorf;4671
41801;Aichkirchen;41801;13184;Pitting;4671
41801;Aichkirchen;41801;13185;Puch;4671
41801;Aichkirchen;41801;13186;Rabenberg;4671
41801;Aichkirchen;41801;13187;Roitfeld;4671
41801;Aichkirchen;41801;13188;Stötten;4671
41802;Bachmanning;41802;13189;Bachmanning;4672
41802;Bachmanning;41802;13190;Bachmannsberg;4672
41802;Bachmanning;41802;13191;Hundhagen;4672
41802;Bachmanning;41802;13192;Klind;4672
41802;Bachmanning;41802;13193;Krottendorf;4672
41802;Bachmanning;41802;13194;Oberseling;4672
41802;Bachmanning;41802;13195;Unterseling;4672
41802;Bachmanning;41802;13196;Weingarten;4672
41803;Bad Wimsbach-Neydharting;41803;13197;Aigen;4654
41803;Bad Wimsbach-Neydharting;41803;13198;Au;4654
41803;Bad Wimsbach-Neydharting;41803;13199;Bachloh;4654
41803;Bad Wimsbach-Neydharting;41803;13200;Bergham;4654
41803;Bad Wimsbach-Neydharting;41803;13201;Dorfham;4654
41803;Bad Wimsbach-Neydharting;41803;13202;Ellnkam;4654
41803;Bad Wimsbach-Neydharting;41803;13203;Giering;4654
41803;Bad Wimsbach-Neydharting;41803;13204;Haag;4654
41803;Bad Wimsbach-Neydharting;41803;13205;Haidermoos;4654
41803;Bad Wimsbach-Neydharting;41803;13206;Kößlwang;4654
41803;Bad Wimsbach-Neydharting;41803;13207;Neydharting;4654
41803;Bad Wimsbach-Neydharting;41803;13208;Traun;4654
41803;Bad Wimsbach-Neydharting;41803;13209;Wimsbach;4654
41804;Buchkirchen;41804;13210;Buchkirchen;4611
41804;Buchkirchen;41804;13211;Elend;4613
41804;Buchkirchen;41804;13212;Ennsberg;4611
41804;Buchkirchen;41804;13213;Epping;4611
41804;Buchkirchen;41804;13214;Haberfelden;4613
41804;Buchkirchen;41804;13215;Hartberg;4611
41804;Buchkirchen;41804;13216;Hochscharten;4612
41804;Buchkirchen;41804;13217;Hörling;4611
41804;Buchkirchen;41804;13218;Holzwiesen;4611
41804;Buchkirchen;41804;13219;Hundsham;4611
41804;Buchkirchen;41804;13220;Hupfau;4613
41804;Buchkirchen;41804;13221;Kandlberg;4611
41804;Buchkirchen;41804;13222;Lachgraben;4611
41804;Buchkirchen;41804;13223;Luckermair;4611
41804;Buchkirchen;41804;13224;Mistelbach bei Wels;4613
41804;Buchkirchen;41804;13225;Niedergrafing;4611
41804;Buchkirchen;41804;13226;Niederhocherenz;4611
41804;Buchkirchen;41804;13227;Niederlaab;4611
41804;Buchkirchen;41804;13228;Obergrafing;4611
41804;Buchkirchen;41804;13229;Oberhocherenz;4611 4613
41804;Buchkirchen;41804;13230;Oberperwend;4611
41804;Buchkirchen;41804;13231;Oberprisching;4611
41804;Buchkirchen;41804;13232;Öhnerhäuser;4613
41804;Buchkirchen;41804;13233;Ötzing;4611
41804;Buchkirchen;41804;13234;Ottenham;4613
41804;Buchkirchen;41804;13235;Radlach;4611
41804;Buchkirchen;41804;13236;Schickenhäuser;4611
41804;Buchkirchen;41804;13237;Schnadt;4611
41804;Buchkirchen;41804;13238;Sommerfeld;4611 4612
41804;Buchkirchen;41804;13239;Spengenedt;4611
41804;Buchkirchen;41804;13240;Unterholz;4613
41804;Buchkirchen;41804;13241;Wörist;4611 4631
41804;Buchkirchen;41804;13242;Wolfsgrub;4613
41805;Eberstalzell;41805;13243;Eberstalzell;4653
41805;Eberstalzell;41805;13244;Hallwang;4653
41805;Eberstalzell;41805;13245;Ittensam;4653
41805;Eberstalzell;41805;13246;Littring;4653
41805;Eberstalzell;41805;13247;Mayersdorf;4653
41805;Eberstalzell;41805;13248;Spieldorf;4653
41805;Eberstalzell;41805;13249;Wipfing;4653
41806;Edt bei Lambach;41806;13250;Aichham;4650
41806;Edt bei Lambach;41806;13251;Aigen;4650
41806;Edt bei Lambach;41806;13252;Bergern;4650
41806;Edt bei Lambach;41806;13253;Brandstatt;4650
41806;Edt bei Lambach;41806;13254;Breitenberg;4650
41806;Edt bei Lambach;41806;13255;Edt;4650
41806;Edt bei Lambach;41806;13256;Fluchtwang;4650
41806;Edt bei Lambach;41806;13257;Graben;4650
41806;Edt bei Lambach;41806;13258;Hagenberg;4650
41806;Edt bei Lambach;41806;13259;Hölzlberg;4650
41806;Edt bei Lambach;41806;13260;Holzmanning;4650
41806;Edt bei Lambach;41806;13261;Klaus;4650
41806;Edt bei Lambach;41806;13262;Kreisbichl;4650
41806;Edt bei Lambach;41806;13263;Kropfing;4650
41806;Edt bei Lambach;41806;13264;Laimberg;4650
41806;Edt bei Lambach;41806;13265;Mairlambach;4650
41806;Edt bei Lambach;41806;13266;Mernbach;4650
41806;Edt bei Lambach;41806;13267;Mitterberg;4650
41806;Edt bei Lambach;41806;13268;Niederschwaig;4650
41806;Edt bei Lambach;41806;13269;Niederzeiling;4650
41806;Edt bei Lambach;41806;13270;Oberroithen;4650
41806;Edt bei Lambach;41806;13271;Oberzeiling;4650
41806;Edt bei Lambach;41806;13272;Roith;4650
41806;Edt bei Lambach;41806;13273;Saag;4650
41806;Edt bei Lambach;41806;13274;Schlatt;4650
41806;Edt bei Lambach;41806;13275;Schmidhub;4650
41806;Edt bei Lambach;41806;13276;Sperr;4650
41806;Edt bei Lambach;41806;13277;Unterroithen;4650
41806;Edt bei Lambach;41806;13278;Winkling;4650
41807;Fischlham;41807;02990;Laherberg;4652
41807;Fischlham;41807;13279;Eggenberg;4652
41807;Fischlham;41807;13280;Fischlham;4652
41807;Fischlham;41807;13281;Forstberg;4641 4652
41807;Fischlham;41807;13282;Hafeld;4652
41807;Fischlham;41807;13283;Heitzing;4652
41807;Fischlham;41807;13284;Ornharting;4652
41807;Fischlham;41807;13285;Seebach;4652
41807;Fischlham;41807;13287;Zauset;4652
41808;Gunskirchen;41808;13288;Aichberg;4623
41808;Gunskirchen;41808;13289;Aigen;4623
41808;Gunskirchen;41808;13290;Au bei der Traun;4623
41808;Gunskirchen;41808;13291;Au bei Hischmannsberg;4623
41808;Gunskirchen;41808;13292;Au bei Sirfling;4623
41808;Gunskirchen;41808;13293;Auholz;4623
41808;Gunskirchen;41808;13294;Baumgarting;4623
41808;Gunskirchen;41808;13295;Bichlwimm;4623
41808;Gunskirchen;41808;13296;Buchleiten;4623
41808;Gunskirchen;41808;13297;Dorf;4623
41808;Gunskirchen;41808;13298;Fallsbach;4623
41808;Gunskirchen;41808;13299;Fernreith;4623
41808;Gunskirchen;41808;13300;Gänsanger;4623
41808;Gunskirchen;41808;13301;Grünbach;4623
41808;Gunskirchen;41808;13302;Gunskirchen;4600 4623
41808;Gunskirchen;41808;13304;Hof;4623
41808;Gunskirchen;41808;13305;Holzgassen;4623
41808;Gunskirchen;41808;13306;Holzing;4623
41808;Gunskirchen;41808;13308;Irnharting;4623
41808;Gunskirchen;41808;13309;Kalchau;4623
41808;Gunskirchen;41808;13310;Kappling;4623
41808;Gunskirchen;41808;13311;Kottingreith;4623
41808;Gunskirchen;41808;13312;Kranzl am Eck;4623
41808;Gunskirchen;41808;13313;Lehen;4623 4650
41808;Gunskirchen;41808;13314;Liedering;4623
41808;Gunskirchen;41808;13315;Lucken;4623
41808;Gunskirchen;41808;13316;Luckenberg;4623
41808;Gunskirchen;41808;13317;Moostal;4623
41808;Gunskirchen;41808;13318;Niederschacher;4623
41808;Gunskirchen;41808;13319;Oberndorf;4623
41808;Gunskirchen;41808;13320;Oberriethal;4623
41808;Gunskirchen;41808;13321;Oberschacher;4623
41808;Gunskirchen;41808;13322;Pfarrhofwies;4623
41808;Gunskirchen;41808;13323;Pöschlberg;4623
41808;Gunskirchen;41808;13324;Pötzlberg;4623
41808;Gunskirchen;41808;13325;Riethal;4623
41808;Gunskirchen;41808;13326;Roith;4623
41808;Gunskirchen;41808;13327;Salling;4623
41808;Gunskirchen;41808;13328;Schlambart;4623
41808;Gunskirchen;41808;13329;Sirfling;4623
41808;Gunskirchen;41808;13330;Spraid;4623
41808;Gunskirchen;41808;13332;Straßern;4623
41808;Gunskirchen;41808;13333;Ströblberg;4623
41808;Gunskirchen;41808;13334;Thal;4623
41808;Gunskirchen;41808;13335;Vitzing;4623
41808;Gunskirchen;41808;13336;Vornholz;4623
41808;Gunskirchen;41808;13337;Waldenberg;4623
41808;Gunskirchen;41808;13338;Waldling;4623
41808;Gunskirchen;41808;13339;Wallnstorf;4623
41808;Gunskirchen;41808;13340;Wilhaming;4623
41808;Gunskirchen;41808;13341;Wimberg;4623
41809;Holzhausen;41809;13342;Grillparz;4615
41809;Holzhausen;41809;13343;Holzhausen;4615
41809;Holzhausen;41809;13344;Jebenstein;4615
41809;Holzhausen;41809;13345;Kranzing;4615
41809;Holzhausen;41809;13346;Lehen;4615
41809;Holzhausen;41809;13347;Niederprisching;4615
41810;Krenglbach;41810;13348;Achleiten;4631
41810;Krenglbach;41810;13349;Alkrucken;4631
41810;Krenglbach;41810;13350;Au;4631
41810;Krenglbach;41810;13351;Elmischhub;4631
41810;Krenglbach;41810;13352;Forst;4631
41810;Krenglbach;41810;13353;Geigen;4631
41810;Krenglbach;41810;13354;Gfereth;4631
41810;Krenglbach;41810;13355;Gölding;4631
41810;Krenglbach;41810;13356;Haiding;4631
41810;Krenglbach;41810;13357;Holzhäuser;4631
41810;Krenglbach;41810;13358;Hungerberg;4702
41810;Krenglbach;41810;13359;Kalteneck;4631
41810;Krenglbach;41810;13360;Katzbach;4631
41810;Krenglbach;41810;13361;Krenglbach;4631
41810;Krenglbach;41810;13362;Nadernberg;4631
41810;Krenglbach;41810;13363;Oberham;4631
41810;Krenglbach;41810;13364;Öhlgraben;4631
41810;Krenglbach;41810;13365;Radgattern;4631
41810;Krenglbach;41810;13366;Schmiding;4631
41810;Krenglbach;41810;13367;Unrading;4631
41810;Krenglbach;41810;13368;Wieshof;4631
41810;Krenglbach;41810;13369;Wundersberg;4631
41811;Lambach;41811;13370;Fischerau;4650
41811;Lambach;41811;13371;Lambach;4650
41811;Lambach;41811;13372;Schußstatt;4650
41811;Lambach;41811;13373;Ziegelstadl;4650
41812;Marchtrenk;41812;13374;Au an der Traun;4614
41812;Marchtrenk;41812;13375;Kappern;4614
41812;Marchtrenk;41812;13376;Leithen;4614
41812;Marchtrenk;41812;13377;Marchtrenk;4614
41812;Marchtrenk;41812;13378;Mitterperwend;4614
41812;Marchtrenk;41812;13379;Niederperwend;4614
41812;Marchtrenk;41812;13380;Niederprisching;4614
41812;Marchtrenk;41812;13381;Oberneufahrn;4614
41812;Marchtrenk;41812;13382;Schafwiesen;4614
41812;Marchtrenk;41812;13383;Unterhaid;4614
41812;Marchtrenk;41812;13384;Unterhart;4614
41812;Marchtrenk;41812;13385;Unterneufahrn;4614
41813;Neukirchen bei Lambach;41813;08430;Gewerbepark Neukirchen bei Lambach;4671
41813;Neukirchen bei Lambach;41813;13386;Aming;4671
41813;Neukirchen bei Lambach;41813;13387;Dorf;4671
41813;Neukirchen bei Lambach;41813;13388;Hof;4671
41813;Neukirchen bei Lambach;41813;13389;Hofern;4671
41813;Neukirchen bei Lambach;41813;13390;Iming;4671
41813;Neukirchen bei Lambach;41813;13391;Löpperding;4671
41813;Neukirchen bei Lambach;41813;13392;Neukirchen bei Lambach;4671
41813;Neukirchen bei Lambach;41813;13393;Niederharrern;4671
41813;Neukirchen bei Lambach;41813;13394;Oberschwaig;4671
41813;Neukirchen bei Lambach;41813;13395;Schörgendorf;4671
41813;Neukirchen bei Lambach;41813;13396;Spöck;4671
41813;Neukirchen bei Lambach;41813;13397;Stroham;4671
41813;Neukirchen bei Lambach;41813;13398;Weinberg;4671
41813;Neukirchen bei Lambach;41813;13399;Willing;4671
41814;Offenhausen;41814;13400;Aigen;4625
41814;Offenhausen;41814;13401;Amesberg;4625
41814;Offenhausen;41814;13402;Balding;4624
41814;Offenhausen;41814;13403;Eglsee;4625
41814;Offenhausen;41814;13404;Großkrottendorf;4625
41814;Offenhausen;41814;13405;Grub;4625
41814;Offenhausen;41814;13406;Haindorf;4625
41814;Offenhausen;41814;13407;Hölking;4624
41814;Offenhausen;41814;13408;Humplberg;4625
41814;Offenhausen;41814;13409;Kapsam;4625
41814;Offenhausen;41814;13410;Kleinkrottendorf;4625
41814;Offenhausen;41814;13411;Kohlböckhof;4625
41814;Offenhausen;41814;13412;Kronberg;4625
41814;Offenhausen;41814;13413;Kurzenkirchen;4625
41814;Offenhausen;41814;13414;Linet;4714
41814;Offenhausen;41814;13415;Maierhof;4625
41814;Offenhausen;41814;13416;Moos;4625
41814;Offenhausen;41814;13417;Obereggen;4625
41814;Offenhausen;41814;13419;Offenhausen;4625
41814;Offenhausen;41814;13421;Osterberg;4625
41814;Offenhausen;41814;13422;Paschlberg;4625
41814;Offenhausen;41814;13423;Pfaffendorf;4625
41814;Offenhausen;41814;13424;Sittenthal;4625
41814;Offenhausen;41814;13425;Stockerberg;4625
41814;Offenhausen;41814;13426;Stritzing;4625
41814;Offenhausen;41814;13427;Untereggen;4625
41814;Offenhausen;41814;13428;Voglsang;4625
41814;Offenhausen;41814;13429;Vornholz;4625
41814;Offenhausen;41814;13430;Weinberg;4625
41814;Offenhausen;41814;13431;Wies;4625
41814;Offenhausen;41814;13432;Wieshäusl;4625
41814;Offenhausen;41814;13433;Würting;4625
41815;Pennewang;41815;13434;Arbing;4624
41815;Pennewang;41815;13435;Bachstätten;4625
41815;Pennewang;41815;13436;Braunberg;4625
41815;Pennewang;41815;13437;Breitenau;4624
41815;Pennewang;41815;13438;Dirnberg;4624
41815;Pennewang;41815;13439;Felling;4624
41815;Pennewang;41815;13440;Graben;4624
41815;Pennewang;41815;13441;Horning;4624
41815;Pennewang;41815;13442;Kohlgrub;4672
41815;Pennewang;41815;13443;Krexham;4624
41815;Pennewang;41815;13444;Mitterfils;4624
41815;Pennewang;41815;13445;Nölling;4624
41815;Pennewang;41815;13446;Oberfils;4624
41815;Pennewang;41815;13447;Parzham;4624
41815;Pennewang;41815;13448;Pennewang;4624
41815;Pennewang;41815;13449;Pimming;4624
41815;Pennewang;41815;13450;Pühret;4672
41815;Pennewang;41815;13451;Rosenberg;4624
41815;Pennewang;41815;13452;Schmitzberg;4624
41815;Pennewang;41815;13453;Schneiting;4624
41815;Pennewang;41815;13454;Staffel;4624
41815;Pennewang;41815;13455;Stürzling;4624
41815;Pennewang;41815;13456;Unterfils;4624
41815;Pennewang;41815;13457;Unterwald;4624
41815;Pennewang;41815;13458;Weinzierl;4624
41815;Pennewang;41815;13459;Weißbach;4624
41815;Pennewang;41815;13460;Wiesham;4624
41816;Pichl bei Wels;41816;13461;Ach;4632
41816;Pichl bei Wels;41816;13462;Aichet;4632
41816;Pichl bei Wels;41816;13463;Aichmühl;4632
41816;Pichl bei Wels;41816;13464;Am Irrach;4632
41816;Pichl bei Wels;41816;13465;Angsterlehen;4632
41816;Pichl bei Wels;41816;13466;Au;4631
41816;Pichl bei Wels;41816;13467;Auhub;4632
41816;Pichl bei Wels;41816;13468;Brandstatt;4632
41816;Pichl bei Wels;41816;13469;Breitwies;4632
41816;Pichl bei Wels;41816;13470;Etzelsdorf;4632
41816;Pichl bei Wels;41816;13471;Fadleiten;4632
41816;Pichl bei Wels;41816;13472;Falzberg;4632
41816;Pichl bei Wels;41816;13473;Franzing;4632
41816;Pichl bei Wels;41816;13474;Freiung;4632
41816;Pichl bei Wels;41816;13476;Geisensheim;4631 4632
41816;Pichl bei Wels;41816;13477;Haag;4632
41816;Pichl bei Wels;41816;13478;Hochwimm;4632
41816;Pichl bei Wels;41816;13479;Holzhäuser;4632
41816;Pichl bei Wels;41816;13480;Inn;4632
41816;Pichl bei Wels;41816;13481;Jägersberg;4632
41816;Pichl bei Wels;41816;13482;Kaiserleiten;4632
41816;Pichl bei Wels;41816;13483;Kerschberg;4632
41816;Pichl bei Wels;41816;13484;Krottendorf;4632
41816;Pichl bei Wels;41816;13485;Lechlödt;4632
41816;Pichl bei Wels;41816;13486;Malling;4632 4702
41816;Pichl bei Wels;41816;13487;Mitterleiten;4632
41816;Pichl bei Wels;41816;13488;Moosleiten;4632
41816;Pichl bei Wels;41816;13489;Müllerberg;4701
41816;Pichl bei Wels;41816;13490;Nisting;4632
41816;Pichl bei Wels;41816;13491;Oberirrach;4632
41816;Pichl bei Wels;41816;13492;Oberndorf;4632
41816;Pichl bei Wels;41816;13493;Oberthambach;4632
41816;Pichl bei Wels;41816;13494;Ödt;4632 4633
41816;Pichl bei Wels;41816;13495;Pfaffendorf;4632
41816;Pichl bei Wels;41816;13496;Pichl bei Wels;4632
41816;Pichl bei Wels;41816;13497;Pröstlsberg;4632
41816;Pichl bei Wels;41816;13498;Puchet;4632
41816;Pichl bei Wels;41816;13499;Pühret;4632
41816;Pichl bei Wels;41816;13500;Schalbach;4632
41816;Pichl bei Wels;41816;13501;Schmiedsberg;4632
41816;Pichl bei Wels;41816;13502;Schnappling;4632
41816;Pichl bei Wels;41816;13503;Schnittering;4632
41816;Pichl bei Wels;41816;13504;Schustersberg;4632
41816;Pichl bei Wels;41816;13505;Silbersberg;4632
41816;Pichl bei Wels;41816;13506;Stadl;4632
41816;Pichl bei Wels;41816;13507;Steinpichl;4632
41816;Pichl bei Wels;41816;13508;Sulzbach;4632
41816;Pichl bei Wels;41816;13509;Trappelsberg;4632
41816;Pichl bei Wels;41816;13510;Unterirrach;4632
41816;Pichl bei Wels;41816;13511;Unterthambach;4632
41816;Pichl bei Wels;41816;13512;Uttendorf;4632
41816;Pichl bei Wels;41816;13513;Waldgattern;4632
41816;Pichl bei Wels;41816;13514;Weilbach;4632 4633
41816;Pichl bei Wels;41816;13515;Weinberg;4632
41816;Pichl bei Wels;41816;13516;Winkelfeld;4632
41817;Sattledt;41817;13517;Dirnberg;4642
41817;Sattledt;41817;13518;Giering;4642
41817;Sattledt;41817;13519;Heiligenkreuz;4642
41817;Sattledt;41817;13520;Maidorf;4642
41817;Sattledt;41817;13521;Oberautal;4642
41817;Sattledt;41817;13522;Oberhart;4642
41817;Sattledt;41817;13523;Pochendorf;4642
41817;Sattledt;41817;13524;Rappersdorf;4642
41817;Sattledt;41817;13525;Sattledt;4642
41817;Sattledt;41817;13526;Unterhart;4642
41818;Schleißheim;41818;13527;Blindenmarkt;4600
41818;Schleißheim;41818;13528;Dietach;4600
41818;Schleißheim;41818;13529;Schleißheim;4600
41819;Sipbachzell;41819;13530;Giering;4621
41819;Sipbachzell;41819;13531;Leombach;4621
41819;Sipbachzell;41819;13532;Loibingdorf;4621
41819;Sipbachzell;41819;13533;Permannsberg;4621
41819;Sipbachzell;41819;13534;Rappersdorf;4621
41819;Sipbachzell;41819;13535;Schachermairdorf;4621
41819;Sipbachzell;41819;13536;Schnarrndorf;4621
41819;Sipbachzell;41819;13537;Sipbachzell;4621
41820;Stadl-Paura;41820;13539;Stadl-Hausruck;4651
41820;Stadl-Paura;41820;13540;Stadl-Traun;4651
41820;Stadl-Paura;41820;13541;Stadl-Ufer;4651
41821;Steinerkirchen an der Traun;41821;13542;Almegg;4652
41821;Steinerkirchen an der Traun;41821;13543;Atzing;4652
41821;Steinerkirchen an der Traun;41821;13544;Atzmannsdorf;4652
41821;Steinerkirchen an der Traun;41821;13545;Eden;4652
41821;Steinerkirchen an der Traun;41821;13546;Frohnhofen;4652
41821;Steinerkirchen an der Traun;41821;13547;Gundersdorf;4652
41821;Steinerkirchen an der Traun;41821;13548;Hammersedt;4652
41821;Steinerkirchen an der Traun;41821;13549;Hummelberg;4652
41821;Steinerkirchen an der Traun;41821;13550;Kriegsham;4652
41821;Steinerkirchen an der Traun;41821;13551;Niederheischbach;4652
41821;Steinerkirchen an der Traun;41821;13552;Oberaustall;4652
41821;Steinerkirchen an der Traun;41821;13553;Oberheischbach;4652
41821;Steinerkirchen an der Traun;41821;13554;Pesenlittring;4652
41821;Steinerkirchen an der Traun;41821;13555;Reuharting;4652 4655
41821;Steinerkirchen an der Traun;41821;13556;Ritzendorf;4652
41821;Steinerkirchen an der Traun;41821;13557;Schnelling;4652
41821;Steinerkirchen an der Traun;41821;13558;Sölling;4652
41821;Steinerkirchen an der Traun;41821;13559;Steinerkirchen an der Traun;4652
41821;Steinerkirchen an der Traun;41821;13560;Stockham;4652
41821;Steinerkirchen an der Traun;41821;13561;Taxlberg;4652
41821;Steinerkirchen an der Traun;41821;13562;Wollsberg;4652
41822;Steinhaus;41822;13563;Oberhart;4641
41822;Steinhaus;41822;13564;Oberschauersberg;4600 4641 4652
41822;Steinhaus;41822;13565;Steinhaus;4641
41822;Steinhaus;41822;13566;Taxlberg;4641
41822;Steinhaus;41822;13567;Traunleiten;4600
41822;Steinhaus;41822;13568;Unterhart;4641
41823;Thalheim bei Wels;41823;13569;Bergerndorf;4600
41823;Thalheim bei Wels;41823;13570;Edtholz;4600
41823;Thalheim bei Wels;41823;13571;Ottstorf;4600
41823;Thalheim bei Wels;41823;13572;Schauersberg;4600
41823;Thalheim bei Wels;41823;13573;Thalheim bei Wels;4600
41823;Thalheim bei Wels;41823;13574;Unterschauersberg;4600
41824;Weißkirchen an der Traun;41824;13575;Bergern;4600 4616
41824;Weißkirchen an der Traun;41824;13576;Graßing;4616
41824;Weißkirchen an der Traun;41824;13577;Hetzendorf;4616
41824;Weißkirchen an der Traun;41824;13578;Schimpelsberg;4616
41824;Weißkirchen an der Traun;41824;13579;Sinnersdorf;4616
41824;Weißkirchen an der Traun;41824;13580;Weißkirchen;4616
41824;Weißkirchen an der Traun;41824;13581;Weyerbach;4616
50101;Salzburg;50101;13582;Salzburg;5020 5023 5026 5061 5071 5081 5082
50201;Abtenau;50201;13583;Abtenau;5441
50201;Abtenau;50201;13584;Au;5441
50201;Abtenau;50201;13585;Döllerhof;5441
50201;Abtenau;50201;13586;Erlfeld;5441
50201;Abtenau;50201;13587;Fischbach;5441 5524
50201;Abtenau;50201;13588;Gseng;5441 5442
50201;Abtenau;50201;13589;Hallseiten;5441 5442
50201;Abtenau;50201;13590;Kehlhof;5441
50201;Abtenau;50201;13591;Leitenhaus;5441 5524
50201;Abtenau;50201;13592;Lindenthal;5441
50201;Abtenau;50201;13593;Möselberg;5441
50201;Abtenau;50201;13594;Pichl;5441
50201;Abtenau;50201;13595;Rigaus;5441
50201;Abtenau;50201;13596;Salfelden;5524
50201;Abtenau;50201;13597;Schorn;5441
50201;Abtenau;50201;13598;Schratten;5441
50201;Abtenau;50201;13599;Seetratten;5441 5442
50201;Abtenau;50201;13600;Seydegg;5441
50201;Abtenau;50201;13601;Stocker;5441
50201;Abtenau;50201;13602;Unterberg;5441
50201;Abtenau;50201;13603;Wagner;5441
50201;Abtenau;50201;13604;Waldhof;5441
50201;Abtenau;50201;13605;Wegscheid;5441
50202;Adnet;50202;13606;Adnet;5421
50202;Adnet;50202;13607;Riedl;5421
50202;Adnet;50202;13608;Spumberg;5421 5424
50202;Adnet;50202;13609;Waidach;5421
50202;Adnet;50202;13610;Wimberg;5323 5421
50203;Annaberg-Lungötz;50203;13611;Annaberg im Lammertal;5524
50203;Annaberg-Lungötz;50203;13612;Braunötzhof;5524
50203;Annaberg-Lungötz;50203;13613;Gappen;5523 5524
